Merchant_ID,Merchant_Name,Category,City,State
M200417,"Bhatti, Agarwal and Mane",Food Delivery,Nagpur,Mizoram
M200418,"Halder, Kota and Ravi",Recharge,Gandhinagar,Meghalaya
M200419,"Sinha, Rege and Sule",Education,Naihati,Sikkim
M200420,"Golla, Rastogi and Soman",Education,Chennai,Odisha
M200421,"Bose, Doshi and Lala",Grocery,Allahabad,Chhattisgarh
M200422,"Sengupta, Raju and Bath",Recharge,Firozabad,Rajasthan
M200423,"Bandi, Desai and Mand",Food Delivery,Nagpur,Sikkim
M200424,Varughese and Sons,Food Delivery,Avadi,West Bengal
M200425,Bhasin Group,Education,Dewas,Chhattisgarh
M200426,Wagle-Ganguly,Travel,Medininagar,Gujarat
M200427,Chandra-Hayre,Education,Bardhaman,West Bengal
M200428,Dara-Basak,Grocery,Dehri,Sikkim
M200429,"Jha, Batta and Ravi",Food Delivery,Mango,Jharkhand
M200430,"Deol, Brahmbhatt and Shere",Grocery,Faridabad,Nagaland
M200431,Behl-Kata,Education,Tadepalligudem,Odisha
M200432,Bal Ltd,Food Delivery,Bahraich,Arunachal Pradesh
M200433,Dar Group,Clothing,Jodhpur,West Bengal
M200434,Chahal LLC,Food Delivery,Maheshtala,Meghalaya
M200435,Cherian and Sons,Clothing,Bhimavaram,Bihar
M200436,"Badal, Ganesan and Deshmukh",Grocery,Bharatpur,Telangana
M200437,Majumdar-Comar,Travel,Barasat,Mizoram
M200438,"Kamdar, Kanda and Singh",Clothing,Durgapur,Telangana
M200439,Ratti-Mammen,Education,Bally,Assam
M200440,Swamy-Vasa,Education,Panchkula,West Bengal
M200441,Gill-Bala,Travel,Chandrapur,Tripura
M200442,"Gaba, Bhatnagar and Rout",,Raebareli,Punjab
M200443,"Gola, Dugar and Lal",Food Delivery,Bhiwani,Bihar
M200444,Dhar-Chandra,Food Delivery,Darbhanga,West Bengal
M200445,"Vaidya, Butala and Kala",Grocery,Cuttack,Maharashtra
M200446,Doctor-Kannan,Recharge,Suryapet,Tamil Nadu
M200447,"Konda, Koshy and Keer",Grocery,Berhampore,Nagaland
M200448,Bal-Chawla,Electronics,Raiganj,Karnataka
M200449,"Ghose, Jayaraman and Din",Clothing,Kurnool,Assam
M200450,Sawhney Group,Grocery,Bokaro,West Bengal
M200451,Talwar-Goswami,Grocery,Ramgarh,Punjab
M200452,Balay-Boase,Clothing,Shimla,Gujarat
M200453,Sarraf-Das,Food Delivery,Ambala,Chhattisgarh
M200454,"Taneja, Jani and Wable",Electronics,Nangloi Jat,West Bengal
M200455,Dhingra LLC,Food Delivery,Bahraich,Sikkim
M200456,"Dyal, Mann and Karan",Food Delivery,Pimpri-Chinchwad,Haryana
M200457,Bajwa-Khare,Travel,Karawal Nagar,Sikkim
M200458,Sahni LLC,Clothing,Muzaffarpur,Arunachal Pradesh
M200459,Sengupta PLC,Food Delivery,Kanpur,Gujarat
M200460,"Mane, Gola and Kakar",Recharge,Jaipur,Tamil Nadu
M200461,Sangha-Warrior,Clothing,Tumkur,Meghalaya
M200462,Setty Ltd,Recharge,Naihati,Himachal Pradesh
M200463,Gandhi Group,Grocery,Kulti,Manipur
M200464,"Koshy, Sandal and Dalal",Clothing,Thiruvananthapuram,Goa
M200465,Wason-Suresh,Grocery,Asansol,Himachal Pradesh
M200466,"Mangal, Chowdhury and Konda",Grocery,Akola,Meghalaya
M200467,Mani-Khanna,Grocery,Hajipur,Nagaland
M200468,"Chaudhuri, Butala and Upadhyay",,Gandhinagar,Sikkim
M200469,Ratta PLC,Grocery,Bijapur,Rajasthan
M200470,Cheema Group,Food Delivery,Jaipur,Haryana
M200471,Dave-Handa,Electronics,Tadepalligudem,Mizoram
M200472,"Raman, Thakur and Ray",Clothing,Pimpri-Chinchwad,Nagaland
M200473,Goda-Bala,Electronics,Sangli-Miraj & Kupwad,Tamil Nadu
M200474,"Sahota, Dube and Kapur",Travel,Guntakal,Uttar Pradesh
M200475,"Bali, Johal and Biswas",Recharge,Mango,Maharashtra
M200476,"Bath, Wason and Mahajan",Grocery,Bally,Mizoram
M200477,"Korpal, Vasa and Buch",Recharge,Hosur,Meghalaya
M200478,"Verma, Sura and Bassi",Food Delivery,Nangloi Jat,Haryana
M200479,"Jayaraman, Chacko and Ramaswamy",Food Delivery,Morena,Nagaland
M200480,Batta-Srinivas,Education,Sambalpur,Telangana
M200481,Jaggi Inc,Travel,Shimla,Tamil Nadu
M200482,"Dyal, Jain and Banerjee",Recharge,Bahraich,Mizoram
M200483,Sandhu-Bawa,Electronics,Panipat,Sikkim
M200484,"Rastogi, Deep and Gandhi",Electronics,Mango,Nagaland
M200485,Chaudhry Ltd,Electronics,Bathinda,Mizoram
M200486,Deshpande and Sons,Travel,Varanasi,Nagaland
M200487,Chopra-Dara,Electronics,Ambala,West Bengal
M200488,"Luthra, Bhagat and Garg",Recharge,Udupi,Gujarat
M200489,Lata and Sons,Grocery,Rajahmundry,Chhattisgarh
M200490,Konda Group,Clothing,Delhi,Madhya Pradesh
M200491,"Shenoy, Sangha and Kothari",Electronics,Tiruvottiyur,Himachal Pradesh
M200492,Atwal LLC,,Munger,Manipur
M200493,Sunder Inc,Travel,Secunderabad,Meghalaya
M200494,"Rout, Baral and Saha",Clothing,Surat,Meghalaya
M200495,Sabharwal LLC,Travel,Ahmedabad,Meghalaya
M200496,Grover and Sons,Grocery,Thane,Maharashtra
M200497,Joshi PLC,Electronics,Loni,Mizoram
M200498,"Zacharia, Banerjee and Saraf",Recharge,Thiruvananthapuram,Himachal Pradesh
M200499,"Zachariah, Goel and Acharya",,Guwahati,Haryana
M200500,Varkey-Datta,Clothing,Delhi,Punjab
M200501,Chakrabarti-Balakrishnan,Education,Bhalswa Jahangir Pur,Uttar Pradesh
M200502,Karnik PLC,Food Delivery,Bally,Mizoram
M200503,"Chahal, Koshy and Anand",Food Delivery,Malda,Arunachal Pradesh
M200504,"Dasgupta, Sani and Loyal",Grocery,Jammu,Goa
M200505,Handa-Talwar,Travel,Patna,Odisha
M200506,"Ganesan, Uppal and Thakkar",Education,Raichur,Jharkhand
M200507,Badami and Sons,Education,Madhyamgram,Odisha
M200508,Dhillon Group,Travel,Motihari,Chhattisgarh
M200509,Korpal Ltd,Electronics,Secunderabad,Mizoram
M200510,Raju-Sidhu,Education,Tadipatri,Gujarat
M200511,Mangal-Baral,Food Delivery,Rampur,Arunachal Pradesh
M200512,Gaba PLC,Food Delivery,Avadi,Tripura
M200513,Dar Inc,Electronics,Meerut,Sikkim
M200514,Soni LLC,Food Delivery,Jamshedpur,Haryana
M200515,Choudhary-Chada,Grocery,Bhiwandi,Meghalaya
M200516,Kumar PLC,Recharge,Malegaon,Jharkhand
M200517,"Ratti, Loyal and Shere",Electronics,Nellore,Rajasthan
M200518,"Bhagat, Dara and Sunder",Electronics,Parbhani,Odisha
M200519,"Kashyap, Mane and Chokshi",Recharge,Pudukkottai,Karnataka
M200520,Grover Ltd,Recharge,Allahabad,Madhya Pradesh
M200521,"Karan, Chanda and Handa",Education,Pune,Maharashtra
M200522,"Kashyap, Vora and Sule",Clothing,Parbhani,Andhra Pradesh
M200523,Babu Inc,Education,Jabalpur,Mizoram
M200524,"Gaba, Shah and Salvi",Grocery,Singrauli,Kerala
M200525,"Char, Jani and Chana",Travel,Jhansi,Uttarakhand
M200526,"Bala, Dass and Kadakia",Travel,Patiala,Maharashtra
M200527,Shenoy PLC,Recharge,Karawal Nagar,Andhra Pradesh
M200528,Jain and Sons,Travel,Motihari,Tamil Nadu
M200529,Uppal and Sons,Recharge,Udaipur,Madhya Pradesh
M200530,Gole-Baral,Electronics,Meerut,Meghalaya
M200531,Aggarwal LLC,Travel,Gandhidham,Arunachal Pradesh
M200532,Manne-Thaker,Education,Indore,Andhra Pradesh
M200533,Sabharwal-Dara,Food Delivery,Tumkur,West Bengal
M200534,Bhagat-Yohannan,Recharge,Sambhal,Odisha
M200535,Golla-Jaggi,Grocery,Mau,Bihar
M200536,Bajaj-Agate,Education,Kolhapur,Andhra Pradesh
M200537,Lata PLC,Electronics,Gwalior,Telangana
M200538,"Chaudhuri, Kadakia and Apte",Grocery,Jamalpur,Odisha
M200539,Rattan Group,Clothing,Bokaro,Gujarat
M200540,Walia-Rao,Travel,Srinagar,Andhra Pradesh
M200541,D’Alia and Sons,Education,Rohtak,Goa
M200542,"Loke, Cherian and Bhatia",Travel,Ozhukarai,Bihar
M200543,"Doshi, Raval and Das",Food Delivery,Allahabad,Arunachal Pradesh
M200544,Varkey-Sood,Electronics,Berhampore,Meghalaya
M200545,"Chad, Karan and Jain",Clothing,Munger,Nagaland
M200546,"Reddy, Barman and Bhalla",Electronics,Giridih,Karnataka
M200547,Hora-Biswas,Grocery,Bokaro,Telangana
M200548,Dave Inc,,Nashik,Nagaland
M200549,"Borra, Hayre and Choudhury",Electronics,Baranagar,Karnataka
M200550,"Luthra, Kadakia and Sibal",Recharge,Ulhasnagar,Uttar Pradesh
M200551,Dyal-Buch,Recharge,Amaravati,Arunachal Pradesh
M200552,Rao Group,Recharge,Meerut,Meghalaya
M200553,Sunder Inc,Recharge,Begusarai,Nagaland
M200554,Swamy-Sekhon,Electronics,Pondicherry,Madhya Pradesh
M200555,Gandhi Group,Recharge,Vijayanagaram,Haryana
M200556,Din and Sons,Travel,Vadodara,Chhattisgarh
M200557,"Chandran, Dhillon and Mane",Grocery,Karawal Nagar,Punjab
M200558,Bhalla Inc,Travel,Srikakulam,Madhya Pradesh
M200559,Deo LLC,Food Delivery,Mangalore,Uttarakhand
M200560,Chaudhuri-Sama,Electronics,Danapur,Himachal Pradesh
M200561,Setty Inc,Recharge,Agartala,Maharashtra
M200562,"Kala, Sachar and Shan",Electronics,Agra,Uttar Pradesh
M200563,"Mani, Biswas and Dada",Education,Navi Mumbai,West Bengal
M200564,Chakraborty-Konda,Recharge,Dehri,Gujarat
M200565,Dora PLC,Grocery,Mumbai,Nagaland
M200566,Aurora Group,Food Delivery,Shivpuri,Tamil Nadu
M200567,Bhatti-Ganesh,Grocery,Rajpur Sonarpur,Goa
M200568,"Shroff, Sarin and Gupta",Education,Gopalpur,Sikkim
M200569,Sinha-Verma,Clothing,Darbhanga,Arunachal Pradesh
M200570,"Chakrabarti, Bhatti and Ramaswamy",Food Delivery,Noida,Goa
M200571,Sidhu LLC,Clothing,Adoni,Meghalaya
M200572,Som-Shanker,Grocery,Kollam,Sikkim
M200573,Atwal-Grewal,Education,Panipat,Madhya Pradesh
M200574,Rao LLC,Electronics,Thane,Goa
M200575,"Aggarwal, Agate and Bail",Electronics,Dibrugarh,Telangana
M200576,Dyal and Sons,Travel,Sagar,Sikkim
M200577,Kala-Vasa,Recharge,Bally,Odisha
M200578,Khurana-Dhingra,Clothing,Madanapalle,Bihar
M200579,Sastry-Raju,Grocery,Alwar,Jharkhand
M200580,"Dara, Bumb and Magar",Recharge,Loni,Tripura
M200581,"Sarkar, Ganesan and Goyal",Electronics,Tirupati,Tamil Nadu
M200582,Gade-Kakar,Grocery,Bhind,Sikkim
M200583,"Rajagopal, Khanna and Sheth",Education,Bahraich,Haryana
M200584,"Bora, Tank and Dora",Electronics,Patna,Maharashtra
M200585,"Dass, Johal and Luthra",Clothing,Bikaner,Kerala
M200586,Bedi PLC,Grocery,Bhalswa Jahangir Pur,Andhra Pradesh
M200587,Desai and Sons,Food Delivery,Aurangabad,Haryana
M200588,Balasubramanian-Kala,Food Delivery,Mathura,Kerala
M200589,"Chowdhury, Gaba and Khurana",Food Delivery,Tinsukia,Gujarat
M200590,Srivastava and Sons,Grocery,Morbi,Uttar Pradesh
M200591,"Bains, Chawla and Kalla",Electronics,Bongaigaon,Arunachal Pradesh
M200592,"Wadhwa, Gala and Chada",Grocery,Nashik,West Bengal
M200593,Bakshi LLC,Recharge,Silchar,Assam
M200594,"Kapur, Tiwari and Jain",Recharge,Aizawl,Assam
M200595,Char-Seshadri,,Machilipatnam,Tripura
M200596,Seshadri Group,Clothing,Belgaum,Gujarat
M200597,Tandon-Chaudhuri,Electronics,Shahjahanpur,West Bengal
M200598,"Andra, Rajagopal and Kara",Recharge,Jammu,Assam
M200599,Khosla-Master,Grocery,Kochi,Mizoram
M200600,Thaker Inc,Recharge,Pali,Gujarat
M200601,"Bhargava, Sandhu and Madan",Electronics,Kishanganj,Haryana
M200602,Banik and Sons,Education,Karnal,Punjab
M200603,Bains-Basak,Recharge,Alappuzha,Arunachal Pradesh
M200604,"Buch, Bahl and Khurana",Electronics,Dehradun,Odisha
M200605,Sarma-Hayre,Recharge,Ballia,Uttar Pradesh
M200606,"Cheema, Sem and Dhawan",Food Delivery,Tinsukia,Haryana
M200607,"Manda, Maharaj and Kota",,Buxar,Gujarat
M200608,Dutta Ltd,Food Delivery,Shimoga,Chhattisgarh
M200609,Walia Ltd,Food Delivery,Saharanpur,West Bengal
M200610,Shukla-Loke,Food Delivery,Sirsa,Jharkhand
M200611,"Bobal, Chada and Gour",Food Delivery,Machilipatnam,Arunachal Pradesh
M200612,"Joshi, Chokshi and Ghose",Electronics,Srinagar,Kerala
M200613,"Kari, Sengupta and Chandra",,Mangalore,Telangana
M200614,Bava Inc,Grocery,Delhi,Arunachal Pradesh
M200615,Acharya-Sant,Clothing,Kottayam,Meghalaya
M200616,Rajan-Suri,Travel,Naihati,Manipur
M200617,Biswas Inc,Clothing,Gudivada,Gujarat
M200618,"Gade, Khare and Boase",Food Delivery,Chittoor,Karnataka
M200619,Chaudry-Swaminathan,Grocery,Chinsurah,Telangana
M200620,Thakur and Sons,Education,Darbhanga,Karnataka
M200621,Tara PLC,Food Delivery,Sonipat,Jharkhand
M200622,Chopra Inc,Recharge,Ahmedabad,Nagaland
M200623,"Bandi, Bhardwaj and Kaul",Education,Salem,Mizoram
M200624,Rajan-Sahota,Electronics,Thanjavur,Haryana
M200625,D’Alia-Chacko,Clothing,Hazaribagh,Punjab
M200626,"Choudhary, Dada and Bhakta",Electronics,Sagar,Meghalaya
M200627,Sane-Biswas,Travel,Purnia,Arunachal Pradesh
M200628,Goswami-Thaman,Electronics,Yamunanagar,Uttarakhand
M200629,"Sachar, Issac and Dayal",Clothing,Farrukhabad,Rajasthan
M200630,Kurian-Shroff,Travel,Patiala,Goa
M200631,Srinivasan Group,Recharge,Etawah,West Bengal
M200632,"Brahmbhatt, Bail and Arora",Food Delivery,Thoothukudi,Manipur
M200633,Ratti-Bassi,Recharge,Salem,West Bengal
M200634,Verma-Shanker,Grocery,Hosur,Assam
M200635,Kanda Inc,Grocery,Vijayanagaram,Chhattisgarh
M200636,Gopal PLC,Travel,Kozhikode,Andhra Pradesh
M200637,Mammen Group,Education,Pimpri-Chinchwad,Haryana
M200638,Kaul-Yogi,Food Delivery,Meerut,Meghalaya
M200639,"Baria, Agarwal and Krish",Clothing,Jaunpur,Arunachal Pradesh
M200640,Biswas LLC,Travel,Kadapa,Arunachal Pradesh
M200641,"Ben, Aggarwal and Chad",,Pali,Uttar Pradesh
M200642,Cheema PLC,Grocery,Tezpur,Gujarat
M200643,Rastogi-Andra,Grocery,Agartala,Himachal Pradesh
M200644,"Tailor, Khare and Dewan",Grocery,Vadodara,Chhattisgarh
M200645,"Chana, Iyer and Choudhary",Electronics,Serampore,Telangana
M200646,Bassi-Gole,Food Delivery,Orai,Uttarakhand
M200647,Varghese-Doctor,Recharge,Davanagere,Goa
M200648,"Gara, Tiwari and Hora",Education,Bhagalpur,Gujarat
M200649,Jaggi Group,Travel,Moradabad,Odisha
M200650,"Kapoor, Seshadri and Lanka",Education,Darbhanga,Chhattisgarh
M200651,"Kade, Bhardwaj and Rao",Food Delivery,Raebareli,Maharashtra
M200652,Saraf LLC,Clothing,Kadapa,Haryana
M200653,Bhardwaj Ltd,Education,Berhampur,West Bengal
M200654,Doshi-Varkey,Clothing,Gaya,Tripura
M200655,"Shere, Sarin and Khatri",Clothing,Jamshedpur,Telangana
M200656,Rout-Bhakta,Electronics,Munger,Manipur
M200657,Bhatti-Arora,Food Delivery,Kishanganj,Kerala
M200658,"Dash, Bose and Sharaf",Education,Ambala,Jharkhand
M200659,Khurana Inc,Food Delivery,Dhanbad,Mizoram
M200660,Chakrabarti Group,Electronics,Tezpur,Haryana
M200661,Saraf-Dyal,Electronics,Moradabad,Madhya Pradesh
M200662,"Tank, Ravi and Solanki",Grocery,Adoni,Himachal Pradesh
M200663,Raja and Sons,Food Delivery,Proddatur,Assam
M200664,Virk-Andra,Food Delivery,Ranchi,Manipur
M200665,Mane Inc,Travel,Pali,Manipur
M200666,Rout-Jaggi,Recharge,Salem,Tamil Nadu
M200667,Bhatnagar-Mallick,Travel,Bidar,Haryana
M200668,Garde Ltd,Clothing,Nizamabad,Haryana
M200669,Yogi-Ahluwalia,Electronics,Latur,West Bengal
M200670,Sharaf-Acharya,Electronics,Durgapur,Jharkhand
M200671,Kibe-Gera,Clothing,Narasaraopet,Goa
M200672,Garg Ltd,Education,Sasaram,Arunachal Pradesh
M200673,Gopal Inc,Recharge,Rewa,Uttarakhand
M200674,"Mander, Uppal and Bajaj",Recharge,Motihari,Assam
M200675,"Gera, Sodhi and Keer",Clothing,Kolhapur,West Bengal
M200676,Butala-Upadhyay,Food Delivery,Aizawl,Andhra Pradesh
M200677,Bhatt Inc,Food Delivery,Madanapalle,West Bengal
M200678,"Ahuja, Som and Srinivas",Recharge,Mysore,Assam
M200679,"Shere, Dua and Sama",Education,Satna,Sikkim
M200680,Bera-Som,Clothing,Rohtak,Gujarat
M200681,Krishnan and Sons,Electronics,Tadepalligudem,Maharashtra
M200682,Goda Group,Travel,Bilaspur,Mizoram
M200683,Char-Acharya,Grocery,Etawah,Sikkim
M200684,"Lad, Din and Arya",Recharge,Satara,Odisha
M200685,"Kalla, Khare and Sehgal",Electronics,Bulandshahr,Uttar Pradesh
M200686,"Borah, Bali and Som",Clothing,Dindigul,Arunachal Pradesh
M200687,"Banik, Sami and Wali",Food Delivery,Nadiad,Himachal Pradesh
M200688,"Anand, Iyer and Rastogi",Education,Bhubaneswar,Manipur
M200689,Balan-Lata,Electronics,Dindigul,Assam
M200690,"Aurora, Rajagopal and Sama",Recharge,Surat,Jharkhand
M200691,"Sandal, Rout and Bahl",Recharge,Uluberia,Himachal Pradesh
M200692,"Bhat, Soman and Chandran",Travel,Shahjahanpur,Meghalaya
M200693,"Dhar, Kapoor and Vig",Clothing,Gaya,Goa
M200694,Dash-Warrior,Grocery,Avadi,Manipur
M200695,Chanda-Mani,Travel,Korba,Punjab
M200696,Bhat Ltd,Food Delivery,Silchar,Arunachal Pradesh
M200697,Swaminathan-Sharma,Clothing,Ghaziabad,Gujarat
M200698,Sharma-Bir,Food Delivery,Patiala,Goa
M200699,"Rana, Chaudry and Mammen",Grocery,Siwan,Rajasthan
M200700,Ahluwalia PLC,Grocery,Raipur,Mizoram
M200701,Gole Inc,Grocery,Parbhani,Kerala
M200702,Bava-Kata,Education,Narasaraopet,Gujarat
M200703,"Krishnan, Mander and Bhargava",Travel,Moradabad,Uttarakhand
M200704,Saxena and Sons,Electronics,Chennai,Jharkhand
M200705,Badal and Sons,Education,Tadipatri,Andhra Pradesh
M200706,Gokhale Group,Grocery,Anand,Karnataka
M200707,"Apte, Magar and Yadav",Education,Erode,Tripura
M200708,Krishnan-Desai,Recharge,Sangli-Miraj & Kupwad,Bihar
M200709,"Dewan, Rana and Thaman",Education,Jalgaon,West Bengal
M200710,"Sem, Viswanathan and Das",Travel,Sambalpur,Goa
M200711,Luthra Group,Food Delivery,Dindigul,Bihar
M200712,Savant-Dugar,Electronics,Panihati,Sikkim
M200713,Kalita and Sons,Recharge,Gaya,West Bengal
M200714,Reddy Group,Recharge,Bokaro,Assam
M200715,Dasgupta-Golla,Travel,Pudukkottai,Goa
M200716,Ahluwalia PLC,Food Delivery,Mehsana,Manipur
M200717,"Vaidya, Anne and Venkataraman",Recharge,Darbhanga,Sikkim
M200718,"Sandhu, Dugal and Ravel",Recharge,Rajkot,Chhattisgarh
M200719,Biswas-Kakar,Education,Ghaziabad,Uttarakhand
M200720,Sharma LLC,Education,Hospet,Kerala
M200721,Banerjee and Sons,Food Delivery,Jhansi,Rajasthan
M200722,Vig and Sons,Education,Dharmavaram,Nagaland
M200723,Mangal PLC,,Bardhaman,Punjab
M200724,"Dubey, Kohli and Khatri",Grocery,Haridwar,Madhya Pradesh
M200725,"Tata, Krishnamurthy and Chhabra",Education,Berhampore,Odisha
M200726,"Shukla, Shere and Atwal",Food Delivery,Bareilly,Sikkim
M200727,Madan PLC,Recharge,Panvel,Nagaland
M200728,"Sharma, Subramaniam and Varma",Food Delivery,Mathura,Arunachal Pradesh
M200729,"Wason, Dass and Mahajan",Travel,Bally,Maharashtra
M200730,Varkey Inc,Travel,Karawal Nagar,Telangana
M200731,"Rout, Lalla and Wali",Travel,Narasaraopet,Maharashtra
M200732,Sidhu-Kothari,Food Delivery,Silchar,Nagaland
M200733,Walla and Sons,Education,South Dumdum,Manipur
M200734,Gaba Group,Food Delivery,Phagwara,Uttar Pradesh
M200735,"Dasgupta, Sanghvi and Srivastava",Recharge,Bokaro,Meghalaya
M200736,Devan-Mander,Education,Faridabad,Gujarat
M200737,"Dhaliwal, Randhawa and Chakraborty",Travel,Solapur,Kerala
M200738,"Toor, Som and Khurana",Electronics,Davanagere,Meghalaya
M200739,Dugar-Cheema,Recharge,Agra,Himachal Pradesh
M200740,Bhatt-Kota,Travel,Shahjahanpur,Karnataka
M200741,"Buch, Upadhyay and Sibal",Education,Rajpur Sonarpur,Haryana
M200742,Gara PLC,Recharge,Kozhikode,Tripura
M200743,"Bains, Bajwa and Chahal",Clothing,Nellore,Uttar Pradesh
M200744,Bassi PLC,Recharge,Guntakal,Uttar Pradesh
M200745,Randhawa Inc,Recharge,Amaravati,Assam
M200746,Khosla-Sharaf,Travel,Gopalpur,Tripura
M200747,Madan-Sehgal,,Naihati,Kerala
M200748,Jhaveri Inc,Recharge,Serampore,Jharkhand
M200749,"Sani, Rao and Badal",Clothing,Shimla,Chhattisgarh
M200750,Saran Group,Travel,Madanapalle,Kerala
M200751,Kata PLC,Clothing,Nashik,Maharashtra
M200752,"Datta, Mani and Walla",Recharge,Rewa,Bihar
M200753,"Ravel, Gara and Sastry",Food Delivery,Rampur,Punjab
M200754,"Chakrabarti, Bhakta and Kothari",Food Delivery,Darbhanga,Goa
M200755,"Bandi, Ravel and Bakshi",Travel,Kalyan-Dombivli,Kerala
M200756,Bassi-Kapur,Education,Nangloi Jat,Sikkim
M200757,"Divan, Vasa and Boase",Education,Bokaro,Haryana
M200758,"Chad, Walla and Sehgal",Clothing,Kolhapur,Maharashtra
M200759,Goel Group,Travel,Ulhasnagar,Assam
M200760,"Kar, Zachariah and Bakshi",Electronics,Bhagalpur,Arunachal Pradesh
M200761,Chand-Kothari,Travel,Satna,Sikkim
M200762,Lata-Maharaj,Education,Kollam,Uttar Pradesh
M200763,"Chowdhury, Mangat and Bhatti",Grocery,Hazaribagh,Manipur
M200764,"Shankar, Balakrishnan and Sidhu",Grocery,Ahmedabad,Maharashtra
M200765,"Sandhu, Boase and Krishna",Travel,Bettiah,Uttarakhand
M200766,Varty and Sons,Recharge,Jhansi,Telangana
M200767,Lall PLC,Electronics,Sangli-Miraj & Kupwad,West Bengal
M200768,Bahl LLC,Food Delivery,Dhanbad,Haryana
M200769,Brar-Bhattacharyya,Travel,Kirari Suleman Nagar,Gujarat
M200770,"Cheema, Ramesh and Chakraborty",Grocery,Kadapa,Sikkim
M200771,"Tank, Kuruvilla and Wali",Recharge,Proddatur,Manipur
M200772,Chawla-Deshmukh,Clothing,Kolkata,Haryana
M200773,Sarma Inc,Food Delivery,Dharmavaram,Bihar
M200774,"Mallick, Ramachandran and Rout",Clothing,Bikaner,Jharkhand
M200775,"Biswas, Vasa and Kanda",Recharge,Unnao,Rajasthan
M200776,Deep Inc,Travel,Jorhat,Andhra Pradesh
M200777,Kant-Sangha,Recharge,Ranchi,Mizoram
M200778,Sridhar Ltd,Clothing,Singrauli,Andhra Pradesh
M200779,"Agrawal, Issac and Venkataraman",Travel,Surat,Jharkhand
M200780,"Reddy, Bera and Rajagopal",Education,Mangalore,Andhra Pradesh
M200781,Lanka LLC,Grocery,Gudivada,Mizoram
M200782,"Anne, Bir and Subramanian",Food Delivery,Jammu,Mizoram
M200783,Aggarwal-Comar,Education,Karimnagar,Jharkhand
M200784,Dewan Ltd,Electronics,Jaipur,Himachal Pradesh
M200785,Khare-Ahluwalia,Grocery,Sambhal,Kerala
M200786,Chadha-Seth,Education,Berhampore,Jharkhand
M200787,"Behl, Mane and Dewan",Recharge,Raichur,Rajasthan
M200788,Joshi-Manne,Education,Nashik,West Bengal
M200789,"Dani, Dani and Bumb",Food Delivery,Morena,Telangana
M200790,"Sharaf, Bhatt and Bhagat",Education,Gangtok,Uttar Pradesh
M200791,Yohannan Group,Recharge,Jamshedpur,Goa
M200792,Kohli-Dhillon,Recharge,Danapur,Andhra Pradesh
M200793,"Ramesh, Bahri and Chaudry",Electronics,Akola,Haryana
M200794,Bal-Datta,Recharge,Nangloi Jat,Telangana
M200795,"Bora, Hari and Vaidya",Food Delivery,Pune,Sikkim
M200796,Shere and Sons,Clothing,Bihar Sharif,Telangana
M200797,Bhagat-Verma,Food Delivery,Bhiwani,Odisha
M200798,Sani Group,Electronics,Machilipatnam,Bihar
M200799,Dube-Rajagopalan,Travel,Dewas,Uttar Pradesh
M200800,Dalal-Sengupta,Electronics,Amroha,Rajasthan
M200801,"Wadhwa, Gupta and Sankaran",Grocery,Chennai,Odisha
M200802,Mammen-Bansal,,Dhanbad,Andhra Pradesh
M200803,Ghosh PLC,Recharge,Jorhat,Rajasthan
M200804,"Thaker, Talwar and Sane",Clothing,Jalgaon,West Bengal
M200805,Raju Ltd,Education,Danapur,Nagaland
M200806,Swamy PLC,Food Delivery,Pallavaram,Odisha
M200807,"Bhasin, Gola and Garde",Travel,Junagadh,Meghalaya
M200808,Ganesh and Sons,Electronics,Berhampore,Maharashtra
M200809,Rama Ltd,Travel,Vasai-Virar,Mizoram
M200810,Dugal-Divan,Education,Chapra,Goa
M200811,"Dey, Dixit and Rajagopal",Food Delivery,Khora ,Himachal Pradesh
M200812,Butala-Thakkar,Grocery,Cuttack,Goa
M200813,"Anne, Deshmukh and Keer",Food Delivery,Hospet,Manipur
M200814,Khurana Inc,Clothing,Thoothukudi,Uttarakhand
M200815,Dhawan and Sons,Grocery,Aizawl,Uttar Pradesh
M200816,"Bajwa, D’Alia and Kapadia",Travel,Ghaziabad,Haryana
M200817,"Wali, Kumer and Goda",Recharge,Khora ,Madhya Pradesh
M200818,Madan and Sons,Education,Arrah,Tamil Nadu
M200819,"Krish, Shah and Sahota",Education,Sirsa,Gujarat
M200820,"Sodhi, Chacko and Shan",Electronics,Kadapa,Uttarakhand
M200821,Sachdeva PLC,Travel,Sri Ganganagar,Telangana
M200822,Shukla PLC,Grocery,Madurai,Sikkim
M200823,"Tiwari, Batra and Contractor",Food Delivery,Kulti,Haryana
M200824,"Sarna, Gade and Rana",Food Delivery,Bhatpara,Goa
M200825,Chowdhury-Singh,Education,Asansol,Jharkhand
M200826,Sankaran-Deshmukh,Food Delivery,Mehsana,Punjab
M200827,Dhar-Shere,Travel,Warangal,Haryana
M200828,Jhaveri Ltd,Recharge,Malda,Telangana
M200829,"Deshpande, Varkey and Lanka",Recharge,Singrauli,Telangana
M200830,"Bal, Vasa and Gola",Clothing,Hospet,Gujarat
M200831,Ramanathan-Chatterjee,Education,Bilaspur,Bihar
M200832,Mannan-Mann,Electronics,Bulandshahr,Tamil Nadu
M200833,Vyas LLC,Education,Tadepalligudem,Mizoram
M200834,Sheth Inc,Electronics,Howrah,Nagaland
M200835,Shanker-Batta,Electronics,Meerut,Madhya Pradesh
