Transaction_ID,User_ID,Merchant_ID,Amount,Payment_Mode,Transaction_Status,Transaction_Type,Transaction_Date,Location
T307768,U102615,M201611,268.03,AutoPay,Success,P2M,2024-06-09 16:05:50,Bhatpara
T307769,U102012,M200802,267.18,QR Code,Success,P2P,2024-01-07 18:54:00,Kochi
T307770,U102490,M201372,100.28,UPI,Success,P2M,2024-04-08 15:52:26,Ajmer
T307771,U100600,M200399,774.09,QR Code,Success,P2M,2024-12-27 07:44:19,Fatehpur
T307772,U101160,M200594,602.62,UPI,Success,P2P,2024-11-23 00:26:34,Jhansi
T307773,U104599,M201456,280.25,AutoPay,Success,P2P,2024-11-24 11:03:01,Malegaon
T307774,U106274,M201595,76.69,Intent,Success,P2M,2024-08-05 05:43:42,Ongole
T307775,U104313,M201130,627.11,Intent,Success,P2M,2024-11-26 20:32:02,Udupi
T307776,U102735,M200116,1145.55,Intent,Success,P2M,2024-08-17 22:03:20,Muzaffarnagar
T307777,U102218,M201842,98.17,AutoPay,Success,P2P,2024-11-02 10:46:59,Nagpur
T307778,U105594,M200382,461.48,Intent,Success,P2M,2024-10-10 20:22:39,Pali
T307779,U104707,M200858,276.09,AutoPay,Success,P2M,2024-09-30 06:29:21,Anantapur
T307780,U101152,M200081,45.87,Intent,Success,P2P,2024-04-13 01:39:09,Nagpur
T307781,U100056,M201850,647.0,UPI,Success,P2M,2024-03-19 21:27:41,Kumbakonam
T307782,U101204,M200831,36.9,AutoPay,Success,P2M,2024-09-12 00:58:22,Vijayanagaram
T307783,U104341,M200872,605.72,QR Code,Success,P2M,2024-06-21 13:45:18,Gurgaon
T307784,U100143,M200652,165.05,AutoPay,Success,P2M,2024-09-08 14:47:59,Pimpri-Chinchwad
T307785,U100367,M200733,416.96,UPI,Success,P2P,2024-05-20 11:58:25,Singrauli
T307786,U101482,M201433,87.45,Intent,Success,P2P,2024-07-05 03:41:09,Bettiah
T307787,U106361,M200069,231.73,UPI,Success,P2P,2024-11-22 00:33:17,Sasaram
T307788,U100615,M200386,54.96,UPI,Success,P2M,2024-01-05 06:26:03,Sonipat
T307789,U103638,M200523,314.9,UPI,Success,P2P,2024-03-24 22:44:35,Miryalaguda
T307790,U103328,M200296,119.95,UPI,Success,P2P,2024-04-27 15:10:09,Patiala
T307791,U105977,M200616,104.08,Intent,Success,P2M,2024-05-28 15:25:46,Nanded
T307792,U103227,M200718,56.67,UPI,Success,P2M,2024-09-12 18:25:28,Dewas
T307793,U101588,M201088,725.01,UPI,Success,P2P,2024-12-20 13:50:48,Satna
T307794,U102489,M201598,510.16,AutoPay,Success,P2P,2024-12-30 08:35:45,Bijapur
T307795,U106984,M200177,85.34,UPI,Success,P2P,2024-03-19 13:15:40,Hubli–Dharwad
T307796,U103003,M201966,319.74,Intent,Success,P2P,2024-09-16 18:21:10,Raipur
T307797,U100698,M201031,540.71,AutoPay,Success,P2P,2024-02-13 02:32:37,Kavali
T307798,U104971,M201182,1052.15,AutoPay,Failed,P2M,2024-02-27 14:09:19,Rajahmundry
T307799,U105781,M200010,30.71,UPI,Success,P2M,2024-04-06 19:57:18,Madurai
T307800,U102823,M200784,224.99,QR Code,Success,P2M,2024-03-21 19:19:08,Ujjain
T307801,U106905,M200410,478.5,Intent,Success,P2P,2024-09-07 22:55:14,Tinsukia
T307802,U100944,M200891,7.87,Intent,Success,P2M,2024-08-07 22:52:15,Bhiwandi
T307803,U103881,M200606,139.54,AutoPay,Success,P2P,2024-02-15 16:31:37,Gaya
T307804,U100922,M200154,683.05,UPI,Success,P2M,2024-06-24 07:15:57,Eluru
T307805,U101746,M201229,219.82,Intent,Success,P2M,2024-08-31 10:55:38,Khandwa
T307806,U104120,M201138,44.14,QR Code,Success,P2M,2024-12-24 16:12:04,Kolhapur
T307807,U102853,M201402,492.55,QR Code,Success,P2P,2024-04-24 22:18:44,Guntur
T307808,U105783,M200598,143.88,QR Code,Success,P2M,2024-03-03 20:04:08,Rewa
T307809,U101559,M200823,604.75,AutoPay,Success,P2P,2024-12-24 16:46:33,Sasaram
T307810,U106907,M201732,1152.17,AutoPay,Failed,P2M,2024-02-05 01:25:46,Raebareli
T307811,U101083,M200349,375.24,Intent,Success,P2P,2024-12-28 02:25:22,Bikaner
T307812,U103538,M201121,457.08,Intent,Pending,P2M,2024-10-02 00:48:01,Akola
T307813,U100433,M200942,361.19,QR Code,Success,P2M,2024-07-20 09:03:20,Moradabad
T307814,U102926,M200018,850.34,Intent,Failed,P2P,2024-01-15 13:11:45,Nagercoil
T307815,U101089,M200312,138.35,Intent,Success,P2P,2024-04-04 08:34:50,Bhiwandi
T307816,U102957,M200926,256.7,Intent,Success,P2P,2024-03-12 15:35:30,Mehsana
T307817,U102612,M200527,1127.05,Intent,Pending,P2M,2024-10-15 14:50:05,Medininagar
T307818,U106047,M200556,643.04,Intent,Success,P2M,2024-05-04 10:05:44,Mau
T307819,U106249,M201690,192.89,UPI,Success,P2M,2024-10-09 09:47:35,Rajahmundry
T307820,U104191,M200444,893.78,AutoPay,Success,P2M,2024-06-19 15:12:06,Sambalpur
T307821,U103759,M201945,136.45,AutoPay,Success,P2M,2024-09-27 21:20:01,Mysore
T307822,U104263,M200230,502.81,Intent,Success,P2P,2024-11-06 05:22:30,Serampore
T307823,U102089,M201692,1567.0,UPI,Success,P2M,2024-04-25 12:30:28,Nadiad
T307824,U101902,M200624,427.49,UPI,Failed,P2P,2024-05-19 19:57:21,Kakinada
T307825,U106247,M201010,803.39,QR Code,Success,P2M,2024-01-01 02:46:19,Rewa
T307826,U105964,M200888,664.83,Intent,Success,P2M,2024-01-07 03:46:40,Varanasi
T307827,U102567,M200358,1003.92,Intent,Success,P2M,2024-01-15 21:59:18,Mau
T307828,U101998,M201406,1733.09,UPI,Success,P2P,2024-10-30 05:59:55,Jamshedpur
T307829,U106425,M201535,11.28,UPI,Success,P2M,2024-12-11 19:13:17,Patiala
T307830,U103114,M200043,14.13,QR Code,Success,P2M,2024-06-17 20:55:18,Vadodara
T307831,U102994,M201388,451.22,AutoPay,Success,P2M,2024-11-09 02:47:44,Salem
T307832,U105229,M201948,1542.23,UPI,Success,P2M,2024-04-07 16:39:07,Pali
T307833,U102010,M200876,332.46,UPI,Success,P2M,2024-02-12 20:35:06,Berhampur
T307834,U104844,M201645,915.6,Intent,Success,P2M,2024-06-02 11:32:47,Gudivada
T307835,U101891,M201134,730.31,Intent,Success,P2M,2024-06-28 04:12:22,Khora 
T307836,U100830,M200222,344.83,UPI,Success,P2P,2024-10-11 01:18:42,Vijayawada
T307837,U100048,M201409,359.92,AutoPay,Success,P2M,2024-02-20 22:19:46,Davanagere
T307838,U104210,M200901,286.38,QR Code,Success,P2M,2024-05-17 11:29:21,Junagadh
T307839,U101178,M201288,145.31,QR Code,Success,P2M,2024-10-04 15:19:13,Faridabad
T307840,U105768,M200270,978.48,AutoPay,Success,P2P,2024-02-14 16:36:12,Ajmer
T307841,U106646,M200211,117.59,Intent,Success,P2M,2024-03-03 19:16:02,Thrissur
T307842,U103033,M201519,1187.15,AutoPay,Success,P2M,2024-07-30 22:00:30,Delhi
T307843,U100070,M201337,222.93,QR Code,Success,P2P,2024-04-07 03:53:48,Thiruvananthapuram
T307844,U105455,M201793,13.43,UPI,Success,P2M,2024-01-03 18:07:00,Cuttack
T307845,U100066,M201410,92.19,Intent,Success,P2P,2024-05-27 22:16:43,Thane
T307846,U105612,M200246,1093.85,Intent,Success,P2P,2024-11-04 11:04:16,Raiganj
T307847,U105769,M200947,68.74,AutoPay,Success,P2M,2024-07-19 19:48:38,Visakhapatnam
T307848,U101777,M201590,671.18,UPI,Success,P2P,2024-01-17 11:30:26,Bangalore
T307849,U105062,M200820,100.94,AutoPay,Success,P2M,2024-10-07 01:52:17,Bangalore
T307850,U102228,M201373,345.51,AutoPay,Success,P2M,2024-12-01 02:50:59,Kavali
T307851,U101789,M200071,114.84,Intent,Success,P2P,2024-06-19 02:48:45,Bhusawal
T307852,U100612,M201319,202.61,Intent,Success,P2M,2024-06-07 12:42:14,Bangalore
T307853,U101886,M201236,66.66,AutoPay,Success,P2M,2024-04-13 12:40:31,Nanded
T307854,U101622,M200294,405.97,QR Code,Success,P2P,2024-11-16 04:08:29,Allahabad
T307855,U100696,M200170,227.72,Intent,Success,P2M,2024-09-22 17:21:26,Jaunpur
T307856,U106746,M200245,227.45,AutoPay,Success,P2P,2024-08-23 08:08:47,Pondicherry
T307857,U106391,M201164,19.67,QR Code,Success,P2P,2024-11-17 18:48:21,Mehsana
T307858,U101237,M201639,73.17,AutoPay,Success,P2P,2024-05-27 01:16:41,Tirunelveli
T307859,U102406,M200616,614.7,QR Code,Success,P2P,2024-12-26 12:31:56,Salem
T307860,U100248,M200239,172.88,AutoPay,Success,P2M,2024-08-01 03:36:32,Shimla
T307861,U100637,M201956,291.76,Intent,Success,P2M,2024-01-31 07:57:00,Gudivada
T307862,U100949,M200310,719.99,AutoPay,Success,P2M,2024-03-01 12:59:10,Gurgaon
T307863,U101904,M201439,294.18,Intent,Success,P2P,2024-04-12 19:23:48,Jaipur
T307864,U103587,M200397,127.84,AutoPay,Success,P2P,2024-08-07 22:26:56,Kirari Suleman Nagar
T307865,U101111,M201856,399.06,UPI,Success,P2M,2024-02-01 04:54:12,Gaya
T307866,U106806,M200922,807.74,AutoPay,Success,P2M,2024-08-09 12:12:58,Agra
T307867,U100175,M200791,457.7,AutoPay,Success,P2M,2024-01-11 17:54:22,Guwahati
T307868,U100722,M201906,272.52,Intent,Success,P2P,2024-03-26 16:10:27,Hosur
T307869,U106569,M201904,67.12,Intent,Success,P2M,2024-06-05 05:32:34,Jammu
T307870,U103842,M200021,142.98,AutoPay,Success,P2M,2024-02-11 04:21:15,Morbi
T307871,U103674,M201101,1460.49,Intent,Success,P2P,2024-05-08 01:58:05,Kakinada
T307872,U104866,M200812,738.78,Intent,Success,P2P,2024-07-03 13:18:06,Bathinda
T307873,U101947,M200903,45.82,UPI,Success,P2P,2024-11-06 19:12:48,Yamunanagar
T307874,U100702,M201498,2.76,Intent,Success,P2P,2024-09-04 14:53:18,Shimla
T307875,U102128,M201730,96.44,Intent,Pending,P2P,2024-02-22 13:18:44,Jabalpur
T307876,U100926,M200831,1440.23,AutoPay,Success,P2M,2024-09-07 15:23:50,Nangloi Jat
T307877,U104233,M201376,433.8,AutoPay,Failed,P2M,2024-03-07 07:11:16,Ahmedabad
T307878,U103504,M201394,912.12,Intent,Success,P2M,2024-05-30 04:46:35,Sri Ganganagar
T307879,U102517,M201966,312.95,AutoPay,Success,P2M,2024-09-11 16:36:14,Ramgarh
T307880,U102397,M201044,876.18,QR Code,Success,P2M,2024-09-12 17:52:00,Anantapuram
T307881,U101149,M200506,17.25,UPI,Success,P2P,2024-05-02 10:00:29,Sonipat
T307882,U106036,M200159,278.28,AutoPay,Success,P2P,2024-04-30 21:10:06,Siliguri
T307883,U105987,M200743,237.08,QR Code,Success,P2M,2024-02-25 23:45:32,Berhampore
T307884,U103380,M201384,1996.25,Intent,Success,P2M,2024-06-01 20:38:22,Ulhasnagar
T307885,U101878,M200812,178.68,Intent,Success,P2M,2024-05-21 13:34:40,Haldia
T307886,U101253,M201579,269.71,AutoPay,Pending,P2M,2024-12-04 14:37:11,Chinsurah
T307887,U101483,M201320,711.07,AutoPay,Success,P2M,2024-11-02 08:00:47,South Dumdum
T307888,U105464,M201375,1063.11,UPI,Success,P2M,2024-10-06 03:41:56,Kumbakonam
T307889,U100309,M200179,1053.46,QR Code,Failed,P2P,2024-08-02 15:23:02,Saharsa
T307890,U105139,M201495,250.86,AutoPay,Success,P2P,2024-10-01 14:45:41,Berhampore
T307891,U103952,M201418,1483.62,QR Code,Success,P2P,2024-12-27 07:02:17,Singrauli
T307892,U103049,M201636,529.95,Intent,Success,P2P,2024-01-29 22:24:00,Ludhiana
T307893,U105766,M201650,952.36,QR Code,Success,P2P,2024-01-22 23:34:51,Dhule
T307894,U101564,M200212,1303.72,QR Code,Success,P2P,2024-11-28 16:42:13,Buxar
T307895,U105679,M200529,133.03,AutoPay,Success,P2P,2024-08-20 20:32:05,Buxar
T307896,U101500,M201418,345.77,Intent,Success,P2P,2024-12-25 00:35:43,Aurangabad
T307897,U106412,M200026,443.12,Intent,Success,P2P,2024-02-12 02:07:08,Jabalpur
T307898,U104865,M200938,810.85,QR Code,Success,P2M,2024-04-22 11:12:00,Tadipatri
T307899,U100015,M200869,256.39,Intent,Success,P2P,2024-01-14 01:25:01,Sagar
T307900,U100605,M201472,118.15,UPI,Success,P2M,2024-04-08 12:05:13,Fatehpur
T307901,U101381,M200437,679.8,Intent,Success,P2P,2024-02-23 18:19:57,Udaipur
T307902,U104908,M200284,448.65,QR Code,Failed,P2M,2024-02-29 20:10:12,Dehri
T307903,U103383,M200660,1142.86,QR Code,Success,P2P,2024-04-07 10:44:53,Hazaribagh
T307904,U106086,M201820,532.15,Intent,Success,P2P,2024-09-22 14:56:08,Sultan Pur Majra
T307905,U106625,M200648,8.49,UPI,Success,P2P,2024-06-26 13:50:25,Raipur
T307906,U100894,M200188,1700.37,Intent,Success,P2P,2024-03-29 00:32:42,Singrauli
T307907,U101567,M201725,449.61,UPI,Success,P2M,2024-10-28 09:47:39,Madhyamgram
T307908,U106412,M201222,453.02,AutoPay,Success,P2M,2024-03-18 21:21:23,Bhind
T307909,U100413,M201125,1199.89,UPI,Success,P2P,2024-05-23 12:26:28,Raiganj
T307910,U104120,M200478,545.04,AutoPay,Success,P2M,2024-01-24 01:24:04,Narasaraopet
T307911,U102004,M200602,326.31,UPI,Success,P2M,2024-07-14 19:44:47,Narasaraopet
T307912,U100315,M201014,56.74,UPI,Success,P2M,2024-01-18 19:04:00,Dehri
T307913,U104666,M201247,1637.71,UPI,Success,P2P,2024-09-25 17:23:08,Surat
T307914,U104820,M200516,40.87,AutoPay,Success,P2P,2024-06-20 12:46:36,Mau
T307915,U103055,M201888,93.35,UPI,Success,P2P,2024-11-06 05:59:48,Ajmer
T307916,U101849,M201550,856.11,QR Code,Success,P2P,2024-08-18 02:46:49,Junagadh
T307917,U105395,M201464,337.07,UPI,Success,P2P,2024-07-15 03:49:58,Haridwar
T307918,U101953,M201540,98.17,UPI,Success,P2P,2024-04-20 03:18:32,Anantapur
T307919,U100388,M200915,168.55,QR Code,Success,P2P,2024-01-19 14:44:11,Hubli–Dharwad
T307920,U102769,M200229,2559.2,UPI,Success,P2M,2024-06-16 17:33:57,Gudivada
T307921,U104539,M200868,438.56,QR Code,Success,P2M,2024-12-04 18:18:04,Jaunpur
T307922,U103046,M201872,256.76,UPI,Success,P2M,2024-07-21 17:39:47,Kurnool
T307923,U106840,M201137,1044.61,AutoPay,Success,P2M,2024-09-26 00:17:42,Imphal
T307924,U105066,M201539,326.67,AutoPay,Success,P2P,2024-07-28 23:00:34,Rajahmundry
T307925,U106864,M201207,184.04,QR Code,Success,P2P,2024-02-17 02:08:43,Chinsurah
T307926,U102415,M201748,89.7,AutoPay,Success,P2M,2024-05-14 13:31:07,Baranagar
T307927,U106060,M200758,682.21,Intent,Success,P2P,2024-02-17 14:44:50,Kumbakonam
T307928,U102389,M200033,453.45,AutoPay,Success,P2P,2024-07-29 07:48:54,Mira-Bhayandar
T307929,U105924,M200295,48.45,AutoPay,Success,P2P,2024-02-01 12:17:53,Mirzapur
T307930,U100303,M200452,447.8,QR Code,Success,P2P,2024-01-17 16:04:18,Durgapur
T307931,U100763,M201731,86.85,Intent,Pending,P2M,2024-08-01 15:55:16,Khammam
T307932,U101973,M201528,2000.97,QR Code,Success,P2M,2024-07-09 17:59:19,Thane
T307933,U100815,M201429,150.36,Intent,Success,P2P,2024-02-23 05:24:29,Kamarhati
T307934,U106255,M201150,595.39,Intent,Success,P2P,2024-05-29 07:51:42,Guna
T307935,U100877,M200141,533.62,QR Code,Success,P2M,2024-08-24 09:27:17,Shivpuri
T307936,U104798,M201987,587.78,AutoPay,Success,P2P,2024-02-08 09:10:15,Bhimavaram
T307937,U106989,M200647,281.05,UPI,Success,P2M,2024-10-22 23:54:02,Pimpri-Chinchwad
T307938,U105039,M200127,38.62,Intent,Success,P2P,2024-02-12 20:31:25,Aurangabad
T307939,U102326,M200834,1956.2,QR Code,Success,P2M,2024-08-18 21:06:28,Thiruvananthapuram
T307940,U102429,M201709,106.3,AutoPay,Success,P2M,2024-02-09 03:47:34,Kochi
T307941,U102060,M200924,734.23,Intent,Success,P2P,2024-04-16 08:36:24,Noida
T307942,U104398,M200729,74.0,QR Code,Success,P2M,2024-04-08 05:04:06,Mirzapur
T307943,U101579,M201649,165.08,Intent,Success,P2P,2024-03-13 15:26:36,Bahraich
T307944,U104255,M201910,410.36,QR Code,Success,P2P,2024-08-22 07:26:51,Mahbubnagar
T307945,U102201,M201373,266.77,UPI,Success,P2P,2024-02-10 11:32:13,Tirunelveli
T307946,U106897,M201547,1588.23,Intent,Success,P2P,2024-10-10 08:53:14,Delhi
T307947,U106324,M200462,940.9,UPI,Failed,P2M,2024-07-15 15:04:01,Varanasi
T307948,U103597,M201267,1274.18,QR Code,Success,P2M,2024-06-07 19:23:44,Baranagar
T307949,U101203,M200563,511.79,UPI,Success,P2P,2024-04-14 08:38:40,Jalandhar
T307950,U102424,M201209,123.54,UPI,Failed,P2M,2024-10-29 19:50:24,Kurnool
T307951,U103875,M201256,365.42,QR Code,Success,P2P,2024-11-03 01:49:55,Panipat
T307952,U102823,M200513,725.22,QR Code,Success,P2P,2024-03-13 21:18:21,Morbi
T307953,U105287,M200000,33.45,UPI,Failed,P2P,2024-06-04 11:00:50,Malegaon
T307954,U103285,M201262,994.31,QR Code,Success,P2P,2024-08-13 23:31:45,Bikaner
T307955,U105269,M201078,498.96,AutoPay,Success,P2M,2024-11-11 23:43:37,Eluru
T307956,U102063,M201518,642.9,QR Code,Success,P2P,2024-02-13 23:46:54,Panipat
T307957,U105210,M201755,592.57,QR Code,Success,P2P,2024-04-19 04:16:09,Dehri
T307958,U105239,M201639,941.16,UPI,Success,P2M,2024-11-20 18:51:14,South Dumdum
T307959,U101979,M201890,45.8,AutoPay,Success,P2M,2024-03-11 19:24:31,Meerut
T307960,U104348,M201441,236.64,Intent,Success,P2P,2024-01-22 02:01:57,Sonipat
T307961,U103131,M201471,349.2,UPI,Success,P2M,2024-04-21 12:37:38,Uluberia
T307962,U105528,M201859,395.49,AutoPay,Success,P2P,2024-06-07 16:41:02,Pondicherry
T307963,U106174,M200337,1428.47,Intent,Success,P2P,2024-03-04 11:39:09,Bikaner
T307964,U103092,M200907,21.7,Intent,Success,P2M,2024-03-16 13:11:29,Karimnagar
T307965,U104826,M200817,1006.43,AutoPay,Success,P2M,2024-12-19 23:01:16,Begusarai
T307966,U103664,M201300,401.37,Intent,Failed,P2M,2024-08-10 18:17:08,Sasaram
T307967,U102336,M201033,404.42,Intent,Success,P2P,2024-02-27 12:44:36,Tadipatri
T307968,U103614,M201364,193.07,AutoPay,Success,P2P,2024-12-23 13:12:00,Salem
T307969,U100497,M201127,515.88,AutoPay,Success,P2M,2024-03-23 09:03:09,Danapur
T307970,U103817,M200344,519.81,AutoPay,Success,P2P,2024-12-07 22:00:56,Gandhinagar
T307971,U105524,M201393,104.92,UPI,Success,P2M,2024-11-22 00:17:19,Thanjavur
T307972,U104643,M200976,565.06,AutoPay,Success,P2P,2024-05-23 15:54:01,Proddatur
T307973,U105056,M200882,155.1,UPI,Success,P2M,2024-11-12 17:29:07,Tadepalligudem
T307974,U100131,M200197,583.64,UPI,Success,P2M,2024-06-22 21:46:35,Bhilai
T307975,U105443,M201037,473.3,AutoPay,Success,P2P,2024-03-03 03:18:44,Gopalpur
T307976,U100857,M201703,629.31,Intent,Success,P2P,2024-10-28 23:43:09,Panchkula
T307977,U105251,M200871,9.95,UPI,Success,P2M,2024-01-24 00:24:43,Lucknow
T307978,U106128,M201361,66.97,UPI,Success,P2M,2024-09-14 18:57:44,Deoghar
T307979,U100520,M200541,916.92,Intent,Success,P2P,2024-03-03 13:05:59,Bijapur
T307980,U100029,M200456,239.6,Intent,Success,P2M,2024-09-26 21:43:16,Udupi
T307981,U106770,M201549,906.14,QR Code,Success,P2P,2024-05-24 19:30:35,Nanded
T307982,U106147,M200749,32.36,QR Code,Success,P2P,2024-03-18 05:57:05,Bhiwandi
T307983,U103396,M201459,733.47,UPI,Success,P2P,2024-06-16 02:05:49,Maheshtala
T307984,U104604,M200365,43.74,AutoPay,Success,P2P,2024-01-22 05:50:29,Khammam
T307985,U101260,M200400,315.86,UPI,Success,P2P,2024-04-16 10:34:59,Belgaum
T307986,U101558,M200573,1386.88,UPI,Success,P2M,2024-08-06 22:33:01,Bhimavaram
T307987,U100015,M200481,40.43,UPI,Success,P2M,2024-11-06 16:23:08,Nagercoil
T307988,U103605,M200109,215.9,Intent,Success,P2M,2024-11-22 22:38:11,Agartala
T307989,U105092,M201018,365.27,Intent,Success,P2P,2024-02-19 17:52:27,Anantapuram
T307990,U101607,M200405,1148.59,AutoPay,Success,P2M,2024-04-02 14:20:39,
T307991,U105935,M200308,202.19,QR Code,Success,P2M,2024-05-30 13:37:11,Ulhasnagar
T307992,U103517,M200159,822.64,AutoPay,Success,P2M,2024-05-18 17:04:09,Yamunanagar
T307993,U102016,M200843,633.23,Intent,Success,P2P,2024-01-13 07:04:57,Dhanbad
T307994,U103574,M200054,183.41,AutoPay,Success,P2M,2024-07-20 09:13:17,Jodhpur
T307995,U105349,M200760,208.37,Intent,Success,P2M,2024-01-22 17:50:59,Solapur
T307996,U101743,M201999,105.99,UPI,Success,P2P,2024-12-24 15:00:08,Jorhat
T307997,U103791,M200255,590.39,QR Code,Success,P2P,2024-10-09 10:35:47,Sonipat
T307998,U106406,M200533,414.03,Intent,Success,P2P,2024-02-15 15:44:32,Alwar
T307999,U103634,M200421,84.18,Intent,Success,P2M,2024-05-03 03:30:05,Mau
T308000,U101088,M200945,483.88,QR Code,Success,P2P,2024-12-27 18:07:17,Sikar
T308001,U106408,M201638,345.23,UPI,Success,P2P,2024-04-27 16:12:46,Sasaram
T308002,U101361,M200961,48.58,UPI,Success,P2M,2024-03-29 21:04:23,Munger
T308003,U103372,M200812,1536.34,AutoPay,Success,P2M,2024-01-22 14:06:31,Hindupur
T308004,U104473,M200886,900.17,UPI,Success,P2M,2024-06-26 03:27:42,Mangalore
T308005,U105294,M200263,36.84,Intent,Success,P2M,2024-08-04 13:43:03,Uluberia
T308006,U100475,M200747,1338.77,Intent,Success,P2M,2024-09-22 19:42:11,Amaravati
T308007,U101289,M200832,1242.52,AutoPay,Success,P2M,2024-12-08 17:31:43,Ambala
T308008,U100328,M200232,21.55,QR Code,Success,P2M,2024-07-25 08:39:15,Mathura
T308009,U104044,M200679,112.5,Intent,Success,P2P,2024-05-17 12:09:18,Kota
T308010,U101839,M200232,606.02,UPI,Success,P2P,2024-09-11 08:05:18,Dehradun
T308011,U101186,M201540,1363.41,UPI,Success,P2M,2024-10-07 14:22:29,Mangalore
T308012,U104533,M201068,866.13,Intent,Success,P2M,2024-01-08 07:29:58,Jhansi
T308013,U103414,M200557,165.57,Intent,Success,P2P,2024-03-06 01:43:20,Bhavnagar
T308014,U105486,M201699,17.01,UPI,Success,P2P,2024-07-21 18:51:45,Ramagundam
T308015,U103536,M200912,320.17,AutoPay,Success,P2P,2024-06-04 02:16:06,Tenali
T308016,U101773,M200680,48.23,Intent,Success,P2P,2024-12-18 02:33:52,Meerut
T308017,U105318,M201949,140.71,Intent,Success,P2P,2024-05-23 14:41:39,Rajahmundry
T308018,U105619,M201459,510.96,QR Code,Success,P2M,2024-01-12 16:14:29,Saharanpur
T308019,U102063,M200334,341.62,AutoPay,Success,P2M,2024-09-05 19:09:05,Rohtak
T308020,U101844,M200403,236.38,QR Code,Success,P2P,2024-03-06 11:03:51,Gopalpur
T308021,U105415,M201187,1329.36,Intent,Success,P2M,2024-09-30 11:50:27,Jalgaon
T308022,U104963,M200255,107.19,UPI,Success,P2P,2024-02-24 04:27:38,Mangalore
T308023,U102558,M201089,334.21,UPI,Success,P2M,2024-10-29 06:26:35,Ahmednagar
T308024,U105907,M201019,426.07,Intent,Success,P2M,2024-03-15 00:36:42,Fatehpur
T308025,U105079,M200940,194.26,Intent,Success,P2M,2024-06-09 11:55:57,Aizawl
T308026,U101262,M200771,610.89,QR Code,Success,P2M,2024-08-25 13:54:00,Bhilai
T308027,U106724,M200945,1009.75,UPI,Success,P2M,2024-12-01 02:31:36,Amroha
T308028,U105420,M201111,389.87,UPI,Success,P2M,2024-01-20 11:37:39,Mau
T308029,U106149,M201263,760.11,QR Code,Success,P2M,2024-04-18 18:44:25,Raipur
T308030,U103291,M200310,31.45,AutoPay,Success,P2M,2024-11-19 06:05:02,Unnao
T308031,U101018,M201594,83.49,UPI,Success,P2P,2024-05-12 18:11:04,Eluru
T308032,U101789,M200681,309.97,QR Code,Success,P2P,2024-12-04 17:04:02,Howrah
T308033,U103524,M201281,1269.28,AutoPay,Success,P2P,2024-04-19 01:43:03,Visakhapatnam
T308034,U103504,M201581,379.21,UPI,Success,P2P,2024-12-15 01:33:21,Begusarai
T308035,U100806,M201537,283.08,Intent,Success,P2M,2024-12-14 20:44:54,Vasai-Virar
T308036,U105989,M201457,458.28,QR Code,Success,P2P,2024-02-26 19:32:51,Hazaribagh
T308037,U105505,M200128,66.46,AutoPay,Success,P2M,2024-02-01 06:12:39,Rajkot
T308038,U102666,M200780,530.2,QR Code,Success,P2P,2024-02-12 02:10:42,Bangalore
T308039,U105414,M200325,49.37,AutoPay,Success,P2M,2024-12-27 06:40:11,Raiganj
T308040,U105237,M200789,429.95,AutoPay,Success,P2M,2024-04-18 18:09:34,Noida
T308041,U100404,M200016,626.56,UPI,Success,P2M,2024-07-10 20:28:17,Delhi
T308042,U105882,M200698,265.1,AutoPay,Success,P2M,2024-07-07 19:22:04,Aizawl
T308043,U100593,M201008,1209.01,QR Code,Success,P2M,2024-04-27 05:54:49,Bihar Sharif
T308044,U106709,M200341,82.46,QR Code,Success,P2M,2024-02-25 04:32:45,Deoghar
T308045,U106895,M201002,93.74,UPI,Failed,P2P,2024-03-17 17:27:21,Bihar Sharif
T308046,U103949,M200837,363.78,Intent,Success,P2P,2024-11-24 05:24:08,Vadodara
T308047,U104107,M200627,1341.6,AutoPay,Success,P2P,2024-07-17 23:25:04,Tadipatri
T308048,U103280,M200770,247.72,AutoPay,Success,P2P,2024-08-09 10:44:09,Erode
T308049,U102212,M200877,1304.55,UPI,Success,P2M,2024-04-24 04:55:35,Pimpri-Chinchwad
T308050,U105413,M201272,591.23,UPI,Success,P2P,2024-04-19 01:40:51,Hapur
T308051,U101542,M200709,762.91,UPI,Success,P2M,2024-04-26 22:46:34,Amaravati
T308052,U106221,M200848,1389.27,AutoPay,Success,P2P,2024-11-30 07:47:49,Satna
T308053,U100613,M200738,424.7,QR Code,Success,P2M,2024-11-22 06:25:54,Loni
T308054,U106082,M200176,513.13,Intent,Success,P2P,2024-05-10 09:17:17,Maheshtala
T308055,U100868,M201778,432.55,QR Code,Success,P2M,2024-05-22 02:04:47,Navi Mumbai
T308056,U100811,M200945,768.23,UPI,Failed,P2M,2024-12-21 22:39:22,Rourkela
T308057,U101822,M200356,159.69,AutoPay,Success,P2P,2024-01-20 02:33:41,Naihati
T308058,U104862,M200494,775.7,QR Code,Success,P2P,2024-10-08 21:43:18,Agra
T308059,U104177,M200034,625.09,Intent,Success,P2P,2024-12-31 11:00:56,Varanasi
T308060,U101744,M201430,460.73,UPI,Success,P2P,2024-08-11 09:40:38,Nellore
T308061,U102256,M201991,19.78,Intent,Success,P2P,2024-10-30 05:17:31,Ongole
T308062,U104042,M201670,744.82,AutoPay,Success,P2M,2024-01-03 01:59:54,Hindupur
